Gene	Num
ZNF644	4
CYP2C8	4
GPAT2	4
NOS2	4
SYT3	4
ADCY10	4
KCNK10	4
GRIN2A	4
TMPRSS7	4
CDC42BPB	4
USP7	4
NPR2	4
ODAPH	4
NEMF	4
CBFA2T2	4
ABCA9	4
EPS8L1	4
RIPOR3	4
SLC4A2	4
AAK1	4
OPRM1	4
ADGRL1	4
UACA	4
MAEL	4
SIPA1L1	4
SNRNP200	4
PRDM5	4
AKAP17A	4
GALNT12	4
ZNF20	4
ZNF470	4
DLK2	4
SUFU	4
CARMIL1	4
SREBF2	4
TATDN2	4
MAGI3	4
WASHC2A	4
TMEM260	4
TMC3	4
PRG4	4
LRRTM1	4
TAPT1	4
SEPTIN4	4
OR6K2	4
SPI1	4
THOC2	4
IGSF1	4
MAPK7	4
RPRD2	4
OR10R2	4
SLC9A2	4
NIPBL	4
CAPZA1	4
GRIK2	4
ARHGAP10	4
PHACTR1	4
OR2L8	4
GRIN2B	4
CDC42EP1	4
KRT79	4
INSR	4
PDE4D	4
OR4A15	4
SGO2	4
MLXIP	4
KIR3DL2	4
COMP	4
RPE65	4
DNAJC13	4
ADAMTS16	4
ITSN1	4
ADRA1D	4
PCBP1	4
PYGM	4
TEX55	4
ZBTB40	4
CADM2	4
SREBF1	4
A1CF	4
NUP210	4
ZNF585B	4
ANKRD24	4
UBE2N	4
ICE2	4
TRANK1	4
PRKCG	4
ADAM8	4
ACP3	4
FIGN	4
SUPT20H	4
NKTR	4
ZFP82	4
DYNC1LI1	4
ITGA4	4
PCDHB8	4
ZNF441	4
BMP15	4
MDGA1	4
FTCD	4
SMTN	4
ADGRL2	4
JAK2	4
SLC4A1	4
ZNF681	4
PARP4	4
ATP6V0A1	4
TPRX1	4
COL20A1	4
ZNF16	4
SEMA7A	4
TRAPPC8	4
ZNF527	4
PIK3R1	4
HTR2C	4
DIPK1B	4
PSG11	4
DIAPH1	4
NEFH	4
FKBP15	4
TMEM51	4
SCN4A	4
ZMIZ1	4
ABCA6	4
DAO	4
NCSTN	4
CLEC1B	4
SMARCA1	4
TINAG	4
CEP135	4
ARMCX1	4
SMOX	4
OR2T3	4
ASAP2	4
FUT9	4
MORC1	4
RPTOR	4
ZSCAN1	4
CHRM2	4
GPR84	4
TPX2	4
MAVS	4
MAP3K19	4
SLC2A6	4
KCNH4	4
TTI1	4
ZNF568	4
ARHGAP29	4
SNTG2	4
USP54	4
HTR7	4
PCDHGB1	4
TGM5	4
MIB2	4
PMFBP1	4
ZBTB32	4
EIF4G2	4
POTEF	4
LCP2	4
IL31RA	4
GLDC	4
NEBL	4
NAV1	4
TAF1D	4
EEA1	4
PRRC2C	4
ABCC4	4
TPP2	4
ERBIN	4
AFTPH	4
MIGA1	4
KMT5B	4
ARHGEF5	4
GAD1	4
OR2M3	4
OR8K3	4
RTL6	4
SPAST	4
CDC20B	4
BAZ2A	4
ZMYM2	4
ABCG5	4
C1QA	4
E2F8	4
NDST4	4
MARS1	4
KCTD8	4
GRK7	4
ADCY9	4
ZNF532	4
ATCAY	4
EHMT2	4
KCNK9	4
COLGALT2	4
MAGEE2	4
ARHGEF6	4
FHDC1	4
RPS6KA4	4
SP3	4
ZNF430	4
RUFY4	4
NINL	4
FBH1	4
POLR2B	4
OR8H1	4
KLK6	4
MYO7B	4
CDC42BPG	4
ANKS1B	4
EIF4G1	4
FAM160A2	4
TRPC3	4
MEI1	4
TTC27	4
ZNF17	4
SLX4	4
SPATA20	4
SEMA6A	4
ZNF92	4
DGKE	4
ZNF808	4
BRSK1	4
MATK	4
SLC39A8	4
MAST2	4
GEMIN5	4
EEF1AKMT4-ECE2	4
ARHGAP5	4
ADGRB3	4
IDE	4
LCK	4
RBM10	4
FGD3	4
CPA6	4
FRMD4A	4
PAM	4
ADAM17	4
GYS2	4
SERPINB3	4
NXF3	4
RAI1	4
ATP5F1B	4
COL4A6	4
PTCH2	4
TRIM46	4
PPFIA3	4
CYP11B2	4
RAPGEF1	4
CDH4	4
LEO1	4
TBC1D9	4
TRIML1	4
PROM1	4
CBX4	4
PTCD1	4
GRM4	4
CXCR3	4
PTCHD1	4
PLA2G4C	4
LRRC43	4
ATP8B3	4
KIF7	4
TLL2	4
SOX9	4
SLC5A12	4
SSTR4	4
DACH2	4
ZNF385B	4
PANK4	4
MPPED1	4
PCNX1	4
ZNF577	4
FSCB	4
SCUBE3	4
ZNF354B	4
NYAP1	4
RASGRF2	4
CATSPERB	4
SLC6A3	4
MINAR1	4
PHTF2	4
TF	4
PTCHD4	4
RBM33	4
TGFBRAP1	4
MTIF2	4
OR9A2	4
OPCML	4
GALNT6	4
ADAM30	4
TUT1	4
CEP164	4
TTC38	4
TDRD9	4
MEP1B	4
PCM1	4
PADI3	4
PLA2G4F	4
CCDC71	4
TCF7L2	4
EHHADH	4
CNTNAP4	4
NR1H3	4
ITPKB	4
BANK1	4
ITPRID1	4
LRRC24	4
SUSD2	4
KLF15	4
ZNF628	4
SLITRK1	4
MTREX	4
INTS8	4
VCAM1	4
PFKFB1	4
OR2T11	4
CDYL	4
NRROS	4
UGT2B10	4
MAN1A1	4
PTGDR	4
ADAMTS8	4
ARHGEF4	4
N4BP1	4
PLB1	4
INTS7	4
OR4N5	4
GRIN2C	4
GATA6	4
CBY2	4
DAAM2	4
BASP1	4
FOXG1	4
REV1	4
H3C11	4
RAB18	4
RB1CC1	4
TRIM67	4
ZNF43	4
ASXL1	4
LAMC1	4
POR	4
OR5F1	4
KRT2	4
ZMAT4	4
MATN2	4
SLC10A1	4
TRIM49	4
DPP9	4
ALOX15B	4
TNKS2	4
TRHDE	4
PRSS16	4
DMXL2	4
CHAT	4
KAZN	4
PLEKHG7	4
OGDHL	4
OR1J1	4
PLTP	4
PAX3	4
ZNF335	4
XYLT1	4
TMPRSS15	4
PHF14	4
ZNF3	4
DOP1B	4
CSTF2T	4
CCNB3	4
FLYWCH1	4
TTC14	4
BBS2	4
MTSS2	4
LCMT2	4
PCDHGC3	4
SLC27A3	4
ITIH6	4
RGS22	4
PLEKHO1	4
TPR	4
PRAMEF18	4
NLRP13	4
CLPTM1L	4
OR2T12	4
SRC	4
TMEM71	4
SLC4A7	4
ZNF93	4
RGL2	4
PASD1	4
SLFN13	4
GGCX	4
ZNF85	4
PSD	4
AHR	4
JAM3	4
CDC7	4
ATP1A1	4
BDP1	4
RIPK3	4
DCLK1	4
SRGAP3	4
ABCC10	4
TIMELESS	4
POMT2	4
STXBP3	4
USP9X	4
ADAMTSL5	4
PLXNC1	4
NPY5R	4
CMPK2	4
ANKFY1	4
CPNE4	4
TMEM63C	4
OR4K1	4
CAPRIN2	4
DRC7	4
MAP2K4	4
ACOX2	4
RCC1	4
ITGA10	4
DCST1	4
ACTC1	4
ADAMTS3	4
FCN1	4
OSBPL3	4
PRKCQ	4
UBE3C	4
HNRNPC	4
ACAN	4
DCDC2	4
SUCO	4
TRPV5	4
KCNQ2	4
SIAH1	4
CHD8	4
UBR5	4
FZD2	4
OR6Y1	4
OR12D3	4
SHC1	4
SETBP1	4
TRIM43	4
PHLDB1	4
MYRF	4
BMP5	4
MCTP1	4
DYNC2I1	4
ADAMDEC1	4
CSNK1E	4
COG1	4
C3orf20	4
LCA5	4
MPEG1	4
EYA1	4
WFS1	4
TMPRSS11D	4
CD80	4
BIRC7	4
NLRP4	4
LEMD3	4
DMKN	4
SND1	4
ADNP2	4
COL9A3	4
BLM	4
CALR	4
MOGS	4
WASHC2C	4
MAP3K1	4
FRY	4
HEATR1	4
ADGRA2	4
SLC13A4	4
KDM4B	4
HNRNPA2B1	4
FBLN2	4
LPIN1	4
ATP9B	4
TOP2B	4
RTN4	4
MLLT10	4
SLITRK3	4
SBNO1	4
KCNA10	4
IL12A	4
PACS2	4
POTEH	4
KIF22	4
NKX2-2	4
UBA1	4
SRRT	4
SLC12A2	4
DSPP	4
METTL2B	4
COQ6	4
DNMT3A	4
CPB1	4
TMEM131	4
RASAL1	4
SESTD1	4
TCF4	4
SIRPG	4
STXBP5L	4
USP9Y	4
SMAD4	4
PYGO2	4
CRIP3	4
SEL1L3	4
DCAF4L2	4
HMMR	4
WDR64	4
GHDC	4
PLXNA1	4
PCDH12	4
XRN2	4
GPAM	4
MBD5	4
ZGRF1	4
KCNMB3	4
DHX8	4
NEUROD4	4
NALCN	4
ZNF264	4
DLG2	4
TRPV2	4
ANKMY1	4
CCDC146	4
MAGEC2	4
CTNNA1	4
CRHR1	4
NPHP3	4
ARVCF	4
WDR47	4
ALDH16A1	4
IRF4	4
C8orf76	4
A2M	4
ELOA	4
EPHX1	4
ZNF488	4
TAF2	4
OR4K2	4
TNKS1BP1	4
VIT	4
EIF4E1B	4
SLCO1C1	4
STAT3	4
FZR1	4
AFAP1L1	4
DLG1	4
SLC1A3	4
TTLL4	4
TOX	4
FEZF2	4
XRN1	4
HS3ST1	4
OR10H1	4
ZNF229	4
MKRN3	4
LGALS9B	4
SOGA3	4
TNNI2	4
GAS2L1	4
FOXK1	4
KIF1C	4
ELAPOR2	4
MANEA	4
MTSS1	4
ZBTB18	4
ITGA7	4
PLEKHG4B	4
GAB2	4
DENND5A	4
DOCK7	4
DDX11	4
SERPINB13	4
SIM2	4
LTK	4
PRR16	4
GALC	4
TUBGCP6	4
KCNAB1	4
ZNF280B	4
UNC5D	4
PFKFB3	4
ASXL2	4
BAG6	4
PLCE1	4
FASTKD2	4
M1AP	4
PTPRD	4
FERMT1	4
NEK11	4
PSKH1	4
WIF1	4
TBCCD1	4
FLI1	4
MAPKBP1	4
KIF21A	4
PODXL	4
DGKG	4
RLIM	4
ZNF215	4
CYP3A5	4
DNAJC22	4
SMG7	4
GRM2	4
NAGLU	4
TTC21A	4
CFAP74	4
YLPM1	4
VASN	4
DCN	4
CEP170	4
NCKAP5L	4
AARS2	4
ARL13B	4
MIDEAS	4
OR51I1	4
CHEK1	4
KIF15	4
PHC1	4
SLCO4C1	4
PLD3	4
NRAP	4
ABCC6	4
RNF20	4
MICAL1	4
DCAF12L2	4
NPFFR2	4
ZNF611	4
FAM71B	4
ESRRG	4
GPSM1	4
ZFP28	4
SCN11A	4
TYR	4
RASGRP1	4
APBB1	4
PRRC2A	4
MST1R	4
STING1	4
HELZ2	4
EPB41L5	4
POLR3E	4
MAP3K9	4
PCDH19	4
FNIP2	4
EFCAB5	4
SPAM1	4
HEATR9	4
PRKAA1	4
AKAP3	4
GLIS1	4
PRICKLE2	4
ATP1A3	4
OR8K1	4
IL12RB1	4
ERAP1	4
OR5D13	4
PHKB	4
CSNK1A1L	4
PGLYRP4	4
RAD54B	4
NYAP2	4
DPYSL5	4
KCNH6	4
EPHA2	4
SLC5A1	4
ZNF383	4
DACH1	4
ADCY1	4
EIF3E	4
BCHE	4
PAPPA2	4
WT1	4
USP29	4
FMO1	4
PIGQ	4
KIF1A	4
CCDC88C	4
OTOP1	4
NCAM2	4
MUC4	4
FAM184A	4
RALGAPA1	4
INAVA	4
PAK3	4
KIFC3	4
NUTM1	4
ZNF492	4
LRIG3	4
ZNF14	4
RGS12	4
ARMC9	4
UNC13D	4
OR7A10	4
IL1R1	4
TBX3	4
NCDN	4
GABRA4	4
SCRN3	4
CFTR	4
TAS1R3	4
MTMR6	4
PRPF40A	4
HHAT	4
RNF31	4
MTCL1	4
UGT2B4	4
PANX3	4
LILRB3	4
BCL9	4
IPP	4
ALPP	4
RIC1	4
BDKRB2	4
CYP2E1	4
THSD7A	4
PTBP1	4
ESRP2	4
TLE1	4
KRT1	4
ZNF518B	4
RASA3	4
SLC16A9	4
SDCCAG8	4
ZNF253	4
DENND2A	4
CD93	4
CTIF	4
CTCF	4
ASIC4	4
IL23R	4
ITGA9	4
KCNH7	4
CDH19	4
PPIP5K2	4
ITGA3	4
SPG11	4
NCAPG	4
PLXND1	4
ITGB2	4
RBL1	4
SPATA31A3	4
SYT16	4
CNTNAP3	4
UBA6	4
CNTN3	4
LBR	4
CDH20	4
BPIFB4	4
C1orf87	4
FGFR2	4
CEP170B	4
ERRFI1	4
NETO1	4
LRCH2	4
CHD2	4
PPEF2	4
LPA	4
TEK	4
SAMHD1	4
KCNA6	4
VIRMA	4
GIGYF2	4
ACAP1	4
DACT1	4
KRT27	4
SZT2	4
SCIN	4
ZNFX1	4
ZNF813	4
USP26	4
CAMTA2	4
KCNJ3	4
VWA8	4
SLC35F2	4
XKR6	4
NLRP5	4
RCSD1	4
NCOA2	4
KIF24	4
PRKCZ	4
ZNF248	4
NCAPD3	4
KLRK1	4
PROSER1	4
SLK	4
LARGE1	4
DVL1	4
DNM2	4
SLC34A3	4
CYP4A22	4
PHEX	4
MCC	4
IRAK1	4
ZNF454	4
DLGAP1	4
HR	4
PPP2R1A	3
JAKMIP3	3
PNKP	3
OR1C1	3
ATP7A	3
SOCS6	3
LRRTM3	3
SLC2A4	3
SPIRE2	3
OR6C4	3
BMP7	3
PON3	3
CHD3	3
OR9G1	3
CHRM1	3
DSC2	3
RNF180	3
IGHV4-59	3
MIER1	3
MED23	3
CRTC2	3
EZHIP	3
CAST	3
KDM2B	3
HNRNPH1	3
POLR2A	3
ROR1	3
SPATA17	3
LARP6	3
GPR3	3
RXFP3	3
DNAJC6	3
ARSH	3
FAM98A	3
RNF111	3
CFAP300	3
DLGAP4	3
TMEM200A	3
F10	3
DNHD1	3
ZMIZ2	3
SLC27A6	3
OR1S1	3
GABRA2	3
ANO3	3
LDB1	3
GPR142	3
SMC2	3
LINGO1	3
LRTM1	3
GIMAP8	3
GYS1	3
RIPOR1	3
PPP1R17	3
ZC3H7A	3
DIPK2B	3
TBL3	3
ZFP36	3
PTPA	3
CDKL5	3
NPTX2	3
AMBRA1	3
KATNB1	3
CNTRL	3
DPP6	3
TOPBP1	3
CIZ1	3
SYNM	3
IFIT3	3
OSBPL11	3
CNTROB	3
RAB33A	3
KDM7A	3
MSANTD4	3
CCDC88A	3
FRMD4B	3
OR5K1	3
TTC17	3
ZNF669	3
ABCB4	3
SHB	3
NDN	3
PRELID1	3
MIEF1	3
FRMD5	3
ZNF583	3
TFAP2B	3
PHACTR4	3
ANGPTL7	3
EPB42	3
NPC1	3
MTR	3
H4C3	3
DDB2	3
NLRP9	3
UROC1	3
KCNA2	3
DUS3L	3
CAMK2A	3
SLC47A1	3
TMEM215	3
SGSM1	3
RBM19	3
DDX3Y	3
PDE9A	3
ZRANB1	3
NUF2	3
CADM1	3
SMAD3	3
WNT1	3
SORBS1	3
IGHA1	3
LINGO2	3
SLC12A8	3
RPAP2	3
TOE1	3
ALAD	3
TIAL1	3
C12orf40	3
SMAD9	3
CPT1A	3
SLC5A7	3
PTPRQ	3
DCT	3
PML	3
ANKRD17	3
OR13H1	3
HAND1	3
MGAT5B	3
SH2D5	3
GAD2	3
ZNF214	3
FNBP4	3
HEATR5A	3
GPC4	3
GRIK1	3
NLRP6	3
SEMA4F	3
USP25	3
SLC6A13	3
TMPRSS3	3
SMPD2	3
ZNF569	3
DGKA	3
DKC1	3
LMOD1	3
MOCS1	3
SPOCD1	3
ZEB1	3
TATDN3	3
IL17C	3
IL16	3
KIF2B	3
ZNF556	3
A1BG	3
CNOT4	3
TMEM131L	3
PRSS12	3
PCDHB15	3
HPN	3
LRRN1	3
AZIN1	3
TYSND1	3
FBXL16	3
VPS54	3
STIP1	3
CEP85L	3
ARX	3
BBS7	3
KRT40	3
ORC2	3
INHA	3
MASP2	3
OCLN	3
PHF20L1	3
GALNT1	3
HIRIP3	3
P2RY10	3
MAP2K3	3
INTS4	3
SEC24B	3
FANCD2	3
ABAT	3
SF1	3
ITGA2	3
EPX	3
AQP1	3
PTAR1	3
AIRE	3
SUPT20HL1	3
L3MBTL1	3
PAX1	3
CASR	3
GALNT8	3
OR5B12	3
VAX1	3
PCYT1A	3
UBE2D3	3
PARM1	3
ADRB2	3
CDAN1	3
ABCC11	3
OR6N2	3
CFAP91	3
DOP1A	3
NOX1	3
SMOC2	3
TGFBI	3
SSH2	3
RRP12	3
PARP11	3
DEPDC1	3
PEX6	3
MROH8	3
CLCN2	3
EVX2	3
KLHL40	3
USP37	3
RLF	3
NBEAL1	3
TGOLN2	3
NAA25	3
PRDM13	3
DOCK11	3
ANKRD7	3
CATIP	3
GPR61	3
CALD1	3
CHML	3
SLC46A1	3
EIF2B2	3
ISLR2	3
C11orf80	3
LAMC3	3
GALNT5	3
SMC5	3
SPTY2D1	3
CALCOCO1	3
SLC39A4	3
LILRA1	3
GUCY1B1	3
ENPP2	3
GALK1	3
ZNF777	3
SLC5A4	3
YTHDC1	3
ZMYM4	3
GPRASP1	3
TNKS	3
SCEL	3
PTP4A3	3
NLRP14	3
IGKV5-2	3
OXSM	3
TTC16	3
SPOCK3	3
HIRA	3
SCML2	3
PCDHGB4	3
GYPA	3
MN1	3
ZNF816	3
WDR35	3
AP1G1	3
SHCBP1L	3
KDM5B	3
TANGO6	3
KCNK16	3
ANKK1	3
DNMT1	3
SENP2	3
NGEF	3
SEC23IP	3
ITIH4	3
TTC6	3
FAM171A1	3
RASSF9	3
NR0B2	3
FBXO44	3
OR4D5	3
BAX	3
VANGL1	3
NKAPD1	3
SNW1	3
PCDHGA3	3
GLP2R	3
SLC9A9	3
NRG3	3
ZNF175	3
ALX4	3
OR51E1	3
ERO1B	3
ARHGAP45	3
BRSK2	3
ETFDH	3
IRS2	3
ZNF226	3
ZFP37	3
ABCG1	3
AP5Z1	3
CATSPERD	3
GJA5	3
WDR44	3
SMG1	3
SLC2A13	3
ITGB8	3
OR11L1	3
SPPL2B	3
OR5V1	3
SP1	3
FGD4	3
EEF1G	3
KPNA2	3
ATP2B3	3
RFTN2	3
PKNOX2	3
GARRE1	3
PADI4	3
PLPP1	3
MFSD9	3
KRT81	3
TSPEAR	3
NNT	3
SLC6A11	3
COPS4	3
PLXDC2	3
KIF18A	3
CHRNB3	3
CGN	3
HUNK	3
RRBP1	3
LTN1	3
ARIH2	3
CRB2	3
GLB1L3	3
OR4D2	3
FOXD4L3	3
TRAF7	3
CES1	3
WDR91	3
TMC7	3
MSH4	3
TRIM26	3
ZMYM1	3
TMEM161A	3
ZNF256	3
ABR	3
C8A	3
ELP1	3
GAREM1	3
PCDHA11	3
SLC5A11	3
LILRA2	3
ZNF329	3
HAUS6	3
YTHDC2	3
FBXW10	3
USP17L2	3
TKFC	3
MFSD6	3
DNAJB8	3
CYLC2	3
CRY2	3
PODNL1	3
MPDZ	3
PHF20	3
SPAG1	3
SNCAIP	3
NID1	3
ASPRV1	3
CASP3	3
CSF2RB	3
BIN1	3
SPIDR	3
CCN5	3
ZSWIM1	3
TNNI3K	3
MDM1	3
SELENOI	3
NFIX	3
KRT9	3
MAP4	3
ATXN7L2	3
SLC16A12	3
NPLOC4	3
TNIP3	3
PTTG2	3
AUP1	3
AANAT	3
SLC6A4	3
ROCK2	3
H6PD	3
GUCY2D	3
HEXIM1	3
ABCC5	3
FYB1	3
KRT39	3
NT5DC1	3
NRDE2	3
CLCN5	3
TBX20	3
TARS2	3
TUBA3C	3
ENTHD1	3
RETREG1	3
CFAP65	3
CMTM4	3
OR14K1	3
EPB41L4B	3
GEN1	3
SLC16A14	3
SIGLEC11	3
TTC5	3
LRPPRC	3
SLC43A1	3
ANKIB1	3
DHX30	3
SLCO1B3	3
LIPH	3
KDM6B	3
BRIX1	3
TBX19	3
TTC19	3
OR51E2	3
TTYH2	3
TXK	3
ABCG4	3
ZFYVE9	3
SLC12A3	3
TXNDC2	3
AGAP3	3
NLRP8	3
SAMSN1	3
CYP4B1	3
ACE	3
N4BP3	3
CYP17A1	3
SLC6A17	3
PRKAR2B	3
UBOX5	3
DHX15	3
ELAVL1	3
ZBTB14	3
MAP9	3
VIPAS39	3
CCDC30	3
FOXO4	3
PSG3	3
CFAP44	3
E2F1	3
CYP27A1	3
USPL1	3
LOXL1	3
GLRA2	3
KLHDC4	3
G6PC	3
MAML2	3
CNDP2	3
CCDC185	3
ZNF665	3
ELFN2	3
ATP13A2	3
CEP57L1	3
TIGD2	3
SLC5A10	3
PHF8	3
VDAC1	3
KSR2	3
EP400	3
DDX17	3
MGAT5	3
STOX2	3
MMP17	3
FLOT1	3
KIAA1328	3
RHCE	3
RBBP8NL	3
ZFR	3
CDK3	3
KCNF1	3
GPR22	3
IRGC	3
MBOAT2	3
LRRN2	3
DDX18	3
BACE2	3
NPAT	3
RBM27	3
AGBL1	3
IFNA8	3
KBTBD8	3
MAPKAP1	3
HOXB2	3
ZSCAN2	3
SYT7	3
TFEB	3
MED17	3
UPF1	3
NHS	3
PPP4R3B	3
HEPH	3
HOXA3	3
PPP2R5D	3
KNG1	3
OR6C2	3
GSN	3
PTGR1	3
PHF10	3
NR1I2	3
ACIN1	3
UBQLN3	3
CYP2C9	3
RO60	3
CRY1	3
PRSS58	3
VWA3B	3
SUV39H2	3
PALLD	3
THSD1	3
NR5A2	3
SLC22A11	3
TET3	3
JADE2	3
CRLF1	3
MFAP5	3
FCRL2	3
AREL1	3
EHBP1	3
MAP2K2	3
FRMD1	3
C1R	3
VPS33A	3
SIN3A	3
SYT14	3
PCDH8	3
TMEM236	3
HEPHL1	3
ANAPC2	3
ITGA2B	3
P3H3	3
OR8J1	3
CILP	3
EFCAB14	3
PIK3R2	3
ZNRF4	3
MKNK2	3
BLVRA	3
MTHFD1	3
SSUH2	3
BTBD6	3
CYTH1	3
PHF23	3
SCARF2	3
UNC80	3
CPZ	3
IRAK3	3
ALDH1B1	3
CPEB4	3
PLEKHM2	3
MRPL22	3
UBE2K	3
NLRC4	3
LONRF1	3
GPRIN3	3
MACROH2A1	3
AMOTL2	3
KLHL7	3
AIFM1	3
KCTD20	3
HOXA6	3
TRAPPC9	3
CAPS2	3
MON1B	3
MTRF1L	3
SULF2	3
TSEN34	3
ZNF285	3
TLR4	3
HMG20A	3
TANC1	3
ZC3H12A	3
PCCA	3
PC	3
PTPN11	3
MBOAT1	3
TRAIP	3
FANK1	3
RAG2	3
F13A1	3
LIFR	3
OR5M10	3
UTP25	3
EDEM2	3
GUCY2C	3
OR4A5	3
GGPS1	3
NSRP1	3
ATRN	3
ZNF385D	3
DGAT1	3
COG7	3
CENPC	3
ERCC6L	3
GALNT16	3
PDZD9	3
ARHGEF10	3
NOP2	3
MAP3K21	3
LOXL4	3
WNT9A	3
INTU	3
SLC35B2	3
TUBA3D	3
GLP1R	3
TNFRSF11B	3
SLC16A6	3
TMEM94	3
NASP	3
MAPKAPK5	3
PSMB11	3
ZNF486	3
ARHGAP44	3
ESPL1	3
YIF1B	3
HLA-B	3
TLR9	3
MINDY3	3
RPH3A	3
PRDM15	3
TBC1D9B	3
PALMD	3
IFI16	3
CASKIN2	3
TAS2R20	3
LMAN1L	3
PRDM2	3
ANAPC1	3
ZNF695	3
PHKG2	3
SUPT5H	3
ADH4	3
GALNT3	3
TAOK2	3
KCNJ4	3
WDHD1	3
TFCP2	3
DYM	3
RAB11FIP1	3
MCOLN2	3
ALPG	3
BACH1	3
PTH2R	3
GSDME	3
PRMT6	3
PTPRJ	3
MYOC	3
PLD1	3
POLR1A	3
ZNF790	3
HAP1	3
UTP14A	3
GPR137B	3
SLC9A1	3
PLEK2	3
USH1C	3
SMPD4	3
ZHX2	3
GJD2	3
C1orf127	3
OR2M7	3
C21orf58	3
MNDA	3
TMEM39A	3
PACSIN3	3
ARGFX	3
NUP88	3
TTC1	3
CHRNB2	3
ATF6B	3
TECPR2	3
MAP3K7	3
SLAMF1	3
EIF3D	3
MAGEA11	3
CLCNKB	3
TRIM65	3
CD44	3
BTBD7	3
CNGA4	3
EMILIN2	3
JPH4	3
WASF3	3
RAB11FIP5	3
C2CD2L	3
DEFB113	3
NELL2	3
PEG3	3
PLA2G2F	3
TFE3	3
ACO2	3
MYO1G	3
GPR65	3
OTOA	3
MUC5AC	3
IL10RA	3
PRDM11	3
TAS2R39	3
PADI2	3
EPM2AIP1	3
PEPD	3
PPP1R10	3
KLHL9	3
GNAT3	3
SLC52A3	3
CHM	3
ALKBH4	3
HGD	3
OR51V1	3
TM9SF2	3
CRYBG2	3
SYT4	3
SLC2A10	3
CLCN4	3
PRRX1	3
MSH3	3
COL17A1	3
CBL	3
GIPC1	3
IQUB	3
SESN2	3
TYW1	3
APBB3	3
ANXA3	3
GIT2	3
KIF27	3
ECEL1	3
H2BC14	3
COPG1	3
GHITM	3
CNNM1	3
GPR37	3
MTA1	3
TRPM4	3
HSPA9	3
ATP2B1	3
DGKD	3
CEP57	3
ANKLE1	3
JAM2	3
SMG6	3
ZFAT	3
CPA5	3
AJAP1	3
TOR3A	3
GAB4	3
ST6GALNAC5	3
SIPA1	3
H4C11	3
KRT33B	3
AKAP1	3
ECT2L	3
MUC19	3
KCNK3	3
PUM1	3
PNPLA6	3
ERG	3
OR2T8	3
C4orf45	3
ACAD8	3
SKIV2L	3
SRRM1	3
C5orf38	3
ZNF675	3
FASTK	3
LSR	3
SLC17A2	3
XPO1	3
ADD2	3
PRSS1	3
CEACAM4	3
ZNF592	3
ITIH2	3
DIO3	3
MAN2B2	3
PLPP2	3
ME2	3
SFPQ	3
ANO7	3
FLT1	3
PALM2AKAP2	3
AMZ1	3
KLHL26	3
HDAC5	3
CEP44	3
CEP192	3
ADGRE5	3
TRAK2	3
DCAF5	3
SPAG5	3
RFTN1	3
MEGF10	3
ACLY	3
CASS4	3
DDB1	3
GK2	3
ARHGAP6	3
IGKV3-7	3
PGM3	3
OR52R1	3
SLC34A2	3
SHCBP1	3
PTPN5	3
GGT5	3
DRD2	3
ZMYM5	3
RALGAPB	3
CDC27	3
DIPK2A	3
OR8D2	3
PGBD5	3
SNRK	3
NR0B1	3
PLG	3
GPRC5C	3
SLC24A4	3
EMB	3
CYSLTR2	3
TROAP	3
ADCY6	3
CYP21A2	3
TUBB8	3
TAF4B	3
OPALIN	3
H4C7	3
PRKCH	3
MTERF1	3
ZNF282	3
SEMG2	3
MAGEE1	3
TBCK	3
SOS2	3
KATNAL2	3
RNF40	3
USP47	3
FAN1	3
TUT7	3
FUT7	3
OR2L3	3
ARHGEF2	3
EPB41L1	3
EI24	3
GRIPAP1	3
RELA	3
DNAAF3	3
SLC17A6	3
MYO5C	3
SH3D19	3
GPR174	3
PRF1	3
SNX13	3
SF3B2	3
RASD2	3
ZNF668	3
RPL22	3
PKN3	3
G2E3	3
FAM47B	3
KDM3A	3
PIGM	3
COL5A2	3
ABCB11	3
APPL1	3
ERMARD	3
CDK12	3
AKAP4	3
AVPR1B	3
TLR7	3
MARK4	3
OSBPL6	3
ZIC1	3
PSMB5	3
LIPE	3
SNX19	3
ESR1	3
ABCC1	3
FASTKD1	3
CLK4	3
METTL18	3
MAPK9	3
CCT4	3
C6orf62	3
KRT78	3
EFCAB6	3
SRSF1	3
PDE4DIP	3
DOK6	3
EPHA1	3
HKDC1	3
ZNF473	3
BSG	3
CTTN	3
MGAT4C	3
RPGR	3
QRSL1	3
NR4A1	3
EXPH5	3
STAR	3
ITIH3	3
ZNF534	3
PTPN9	3
RUNX2	3
C7orf25	3
PIWIL3	3
FMR1	3
KRT18	3
GAPVD1	3
IGLON5	3
KCNC2	3
SOHLH2	3
LZTS3	3
CELF3	3
RSAD1	3
CEP70	3
EOMES	3
KCNK2	3
ERAP2	3
MALSU1	3
ZNF280C	3
FZD5	3
ACSL3	3
LRP6	3
CFAP45	3
RRP1B	3
R3HDML	3
COL24A1	3
DGAT2L6	3
FARP1	3
TYRO3	3
PASK	3
TRABD2A	3
CACNA2D2	3
NFKB2	3
USP6	3
ZNF112	3
EDNRB	3
SIX2	3
SPICE1	3
KRT17	3
ZNF141	3
FNIP1	3
FUT1	3
ZC3H13	3
MMP15	3
TNIP1	3
CA11	3
BPIFA1	3
CFAP36	3
KRT86	3
CEP128	3
CCER1	3
THRSP	3
CIITA	3
